merchant_id,ad_id,num_selected_slots,preferred_slot_1,bid_usd_1,preferred_slot_2,bid_usd_2,preferred_slot_3,bid_usd_3,preferred_slot_4,bid_usd_4,preferred_slot_5,bid_usd_5
M003,AD0121z98101d07122025,1,5,31,,,,,,,,
M033,AD0122z98008d07122025,3,5,6,1,6,8,46,,,,
M020,AD0123z98007d07132025,3,7,46,4,46,5,31,,,,
M008,AD0124z98008d07162025,5,4,36,3,16,1,36,8,36,2,31
M018,AD0125z98115d07132025,5,8,21,7,26,3,51,2,26,5,1
M031,AD0126z98004d07162025,1,8,16,,,,,,,,
M006,AD0127z98109d07142025,5,7,41,1,26,8,11,3,26,5,41
M031,AD0128z98005d07152025,4,2,51,4,16,5,41,3,6,,
M045,AD0129z98052d07142025,5,3,21,8,6,4,6,1,6,7,6
M034,AD0130z98101d07152025,2,8,31,2,6,,,,,,
M017,AD0131z98004d07162025,4,5,6,1,31,6,36,3,51,,
M048,AD0132z98008d07172025,3,1,11,7,41,4,16,,,,
M021,AD0133z98004d07132025,3,8,16,7,36,5,26,,,,
M027,AD0134z98115d07172025,1,1,1,,,,,,,,
M011,AD0135z98052d07132025,3,3,51,6,46,5,41,,,,
M004,AD0136z98052d07162025,5,3,1,6,16,4,36,5,31,7,26
M022,AD0137z98033d07122025,5,6,1,7,1,5,41,1,6,4,16
M035,AD0138z98033d07172025,3,2,51,6,16,7,11,,,,
M048,AD0139z98005d07162025,2,6,36,1,31,,,,,,
M029,AD0140z98007d07132025,5,4,46,1,6,5,6,6,6,8,1
M008,AD0141z98052d07182025,4,2,16,4,51,1,41,3,36,,
M030,AD0142z98033d07142025,3,7,16,4,1,3,31,,,,
M036,AD0143z98005d07132025,2,4,6,1,16,,,,,,
M013,AD0144z98005d07142025,1,5,41,,,,,,,,
M030,AD0145z98033d07132025,4,4,6,8,31,5,36,1,1,,
M046,AD0146z98007d07162025,4,3,41,7,21,5,11,2,31,,
M031,AD0147z98005d07122025,4,8,51,4,21,2,31,7,11,,
M040,AD0148z98102d07152025,1,6,46,,,,,,,,
M009,AD0149z98102d07142025,2,1,26,6,36,,,,,,
M010,AD0150z98008d07152025,1,6,51,,,,,,,,
M026,AD0151z98008d07162025,3,2,26,4,41,3,36,,,,
M041,AD0152z98005d07122025,5,4,26,3,21,8,6,7,1,5,11
M018,AD0153z98115d07142025,1,4,6,,,,,,,,
M019,AD0154z98102d07132025,2,4,21,3,16,,,,,,
M028,AD0155z98101d07162025,5,1,16,3,51,2,11,6,41,4,41
M050,AD0156z98007d07162025,5,4,6,7,26,3,6,1,1,6,26
M029,AD0157z98007d07122025,1,4,51,,,,,,,,
M006,AD0158z98005d07162025,3,5,36,7,1,3,36,,,,
M010,AD0159z98115d07132025,5,4,21,5,41,6,1,8,36,3,31
M043,AD0160z98008d07152025,2,5,11,4,51,,,,,,
M045,AD0161z98052d07172025,4,6,16,5,21,2,16,3,21,,
M026,AD0162z98109d07182025,1,8,16,,,,,,,,
M016,AD0163z98033d07162025,5,7,51,1,26,8,51,6,51,3,31
M050,AD0164z98008d07132025,3,7,6,6,6,2,11,,,,
M039,AD0165z98115d07142025,5,1,16,7,41,2,46,6,46,8,11
M033,AD0166z98115d07122025,2,6,1,7,1,,,,,,
M022,AD0167z98109d07132025,2,1,1,3,46,,,,,,
M024,AD0168z98005d07142025,5,4,41,6,36,8,16,5,31,2,46
M011,AD0169z98052d07142025,5,5,6,1,6,2,21,6,36,8,11
M018,AD0170z98115d07132025,1,8,51,,,,,,,,
M018,AD0171z98115d07172025,2,3,46,1,41,,,,,,
M032,AD0172z98115d07122025,3,7,46,2,16,1,6,,,,
M021,AD0173z98004d07172025,2,5,41,2,36,,,,,,
M049,AD0174z98008d07142025,5,1,41,6,6,2,26,5,51,7,51
M033,AD0175z98115d07152025,1,6,6,,,,,,,,
M043,AD0176z98005d07152025,1,5,11,,,,,,,,
M006,AD0177z98109d07122025,4,5,41,3,11,6,31,8,16,,
M036,AD0178z98005d07132025,3,4,36,3,16,6,6,,,,
M034,AD0179z98115d07172025,3,5,26,2,46,1,31,,,,
M015,AD0180z98008d07122025,4,6,41,2,31,7,21,1,16,,
M038,AD0181z98004d07132025,5,6,51,7,46,8,1,1,21,3,26
M018,AD0182z98115d07162025,5,2,26,6,31,1,46,8,16,7,41
M042,AD0183z98005d07182025,4,5,1,4,31,8,41,2,46,,
M033,AD0184z98115d07132025,1,8,46,,,,,,,,
M020,AD0185z98007d07142025,1,6,16,,,,,,,,
M049,AD0186z98008d07182025,5,6,21,4,41,1,11,8,26,7,16
M034,AD0187z98101d07182025,5,1,31,7,6,8,46,3,31,4,46
M008,AD0188z98008d07182025,3,4,6,2,31,6,1,,,,
M013,AD0189z98005d07122025,4,7,6,1,46,8,51,3,26,,
M015,AD0190z98004d07122025,3,8,31,2,21,4,51,,,,
M032,AD0191z98005d07122025,2,3,11,6,21,,,,,,
M016,AD0192z98033d07172025,5,1,41,7,26,5,46,2,36,4,51
M035,AD0193z98115d07182025,2,2,11,5,31,,,,,,
M004,AD0194z98052d07132025,3,2,36,6,16,5,1,,,,
M022,AD0195z98052d07182025,3,3,46,5,31,6,21,,,,
M018,AD0196z98115d07132025,5,8,1,1,46,5,1,2,51,3,31
M045,AD0197z98101d07162025,2,8,1,4,6,,,,,,
M047,AD0198z98005d07182025,3,5,26,7,1,6,16,,,,
M012,AD0199z98005d07152025,2,7,31,2,6,,,,,,
M047,AD0200z98102d07152025,4,1,46,4,1,8,41,2,51,,
M024,AD0201z98033d07142025,4,3,11,1,16,2,31,8,46,,
M024,AD0202z98007d07142025,5,4,11,7,46,1,1,6,41,3,1
M008,AD0203z98052d07132025,5,8,16,7,6,6,26,4,16,2,1
M043,AD0204z98008d07172025,5,3,11,7,26,5,46,6,51,1,51
M036,AD0205z98005d07152025,5,2,36,8,41,4,36,5,26,6,41
M008,AD0206z98101d07152025,2,6,46,2,1,,,,,,
M007,AD0207z98109d07142025,4,5,26,8,41,3,41,1,31,,
M022,AD0208z98033d07122025,4,3,16,5,6,4,6,7,51,,
M030,AD0209z98101d07142025,4,2,21,6,36,8,16,5,16,,
M003,AD0210z98115d07132025,5,2,6,4,36,7,51,5,21,8,51
M014,AD0211z98101d07182025,1,4,41,,,,,,,,
M022,AD0212z98109d07182025,2,6,16,8,16,,,,,,
M003,AD0213z98101d07122025,2,4,41,2,21,,,,,,
M001,AD0214z98102d07172025,4,2,1,4,26,1,1,7,16,,
M005,AD0215z98052d07132025,2,2,11,6,1,,,,,,
M050,AD0216z98008d07152025,3,2,31,5,31,3,41,,,,
M027,AD0217z98115d07182025,5,2,6,3,46,4,16,8,6,5,46
M001,AD0218z98102d07152025,1,7,6,,,,,,,,
M039,AD0219z98004d07182025,1,4,16,,,,,,,,
M050,AD0220z98007d07152025,2,3,26,1,41,,,,,,
M048,AD0221z98005d07142025,1,7,36,,,,,,,,
M005,AD0222z98052d07172025,1,6,31,,,,,,,,
M025,AD0223z98004d07182025,3,2,36,6,11,1,36,,,,
M004,AD0224z98007d07132025,2,6,16,4,26,,,,,,
M008,AD0225z98101d07152025,5,5,16,6,26,4,36,3,41,7,51
M003,AD0226z98007d07132025,3,3,1,1,41,4,11,,,,
M036,AD0227z98005d07122025,2,7,1,4,16,,,,,,
M043,AD0228z98008d07132025,5,3,21,2,41,5,1,4,26,8,31
M018,AD0229z98115d07162025,3,8,21,5,6,6,21,,,,
M021,AD0230z98004d07152025,1,1,1,,,,,,,,
M041,AD0231z98005d07122025,4,2,31,6,41,4,21,8,46,,
M009,AD0232z98109d07162025,5,6,11,2,41,1,51,7,21,4,31
M023,AD0233z98109d07162025,4,7,16,1,26,2,41,3,36,,
M050,AD0234z98005d07122025,3,4,11,2,41,1,26,,,,
M048,AD0235z98008d07122025,3,3,36,5,1,2,11,,,,
M004,AD0236z98007d07172025,4,5,16,4,26,2,41,3,31,,
M020,AD0237z98007d07122025,4,4,36,5,1,6,1,7,36,,
M017,AD0238z98004d07152025,1,8,26,,,,,,,,
M011,AD0239z98052d07162025,4,3,16,4,11,6,6,2,26,,
M038,AD0240z98004d07132025,1,8,26,,,,,,,,
M023,AD0241z98101d07122025,3,8,1,6,1,7,16,,,,
M021,AD0242z98004d07142025,2,2,6,6,6,,,,,,
M039,AD0243z98115d07132025,4,1,1,8,1,6,36,4,36,,
M033,AD0244z98115d07162025,4,4,31,6,6,2,16,3,11,,
M037,AD0245z98101d07172025,1,3,51,,,,,,,,
M002,AD0246z98004d07182025,2,5,46,3,11,,,,,,
M039,AD0247z98004d07172025,1,7,36,,,,,,,,
M048,AD0248z98008d07182025,1,7,46,,,,,,,,
M047,AD0249z98102d07172025,2,1,16,5,51,,,,,,
M045,AD0250z98101d07172025,3,6,36,5,1,2,16,,,,
M013,AD0251z98102d07122025,1,2,1,,,,,,,,
M050,AD0252z98005d07132025,5,2,31,7,16,3,11,6,36,5,6
M005,AD0253z98052d07142025,2,5,16,8,21,,,,,,
M014,AD0254z98008d07132025,1,1,31,,,,,,,,
M006,AD0255z98109d07172025,3,3,16,8,6,5,41,,,,
M027,AD0256z98115d07182025,5,7,41,4,1,6,26,5,11,8,11
M019,AD0257z98102d07132025,2,6,51,4,41,,,,,,
M029,AD0258z98033d07182025,4,6,21,3,6,8,16,1,26,,
M008,AD0259z98101d07162025,1,5,26,,,,,,,,
M027,AD0260z98115d07122025,1,1,36,,,,,,,,
M024,AD0261z98005d07122025,3,6,31,8,21,7,31,,,,
M003,AD0262z98101d07122025,4,2,36,6,26,3,41,7,6,,
M028,AD0263z98102d07122025,2,4,11,3,36,,,,,,
M014,AD0264z98005d07162025,2,8,26,6,41,,,,,,
M042,AD0265z98102d07142025,2,2,21,4,51,,,,,,
M044,AD0266z98115d07122025,3,8,41,2,31,6,1,,,,
M009,AD0267z98102d07172025,5,1,1,4,6,3,16,5,41,8,31
M033,AD0268z98115d07152025,2,3,41,2,46,,,,,,
M018,AD0269z98115d07142025,3,5,6,2,26,7,41,,,,
M032,AD0270z98005d07152025,1,3,51,,,,,,,,
M027,AD0271z98005d07182025,1,5,1,,,,,,,,
M032,AD0272z98115d07152025,4,7,1,4,1,3,1,5,31,,
M020,AD0273z98007d07182025,2,4,46,8,21,,,,,,
M042,AD0274z98033d07142025,3,2,26,5,31,3,31,,,,
M016,AD0275z98033d07182025,4,8,26,5,41,7,11,1,46,,
M019,AD0276z98052d07142025,2,6,46,8,51,,,,,,
M041,AD0277z98005d07142025,4,8,16,4,1,1,41,5,1,,
M038,AD0278z98004d07172025,3,4,16,3,6,8,16,,,,
M010,AD0279z98005d07122025,3,3,11,1,1,2,46,,,,
M008,AD0280z98052d07182025,1,8,46,,,,,,,,
M009,AD0281z98109d07172025,3,7,21,6,36,2,26,,,,
M049,AD0282z98005d07122025,2,1,31,8,21,,,,,,
M033,AD0283z98008d07182025,5,1,16,3,1,2,21,5,6,6,21
M026,AD0284z98052d07152025,3,8,46,1,11,4,41,,,,
M005,AD0285z98052d07132025,2,8,1,1,51,,,,,,
M017,AD0286z98109d07132025,3,3,41,4,21,8,51,,,,
M012,AD0287z98109d07182025,5,8,46,6,36,1,41,5,46,4,46
M012,AD0288z98033d07132025,2,6,21,3,11,,,,,,
M050,AD0289z98007d07142025,3,5,16,3,1,2,41,,,,
M034,AD0290z98115d07182025,5,8,51,3,46,2,36,7,21,4,1
M038,AD0291z98004d07162025,1,8,6,,,,,,,,
M016,AD0292z98033d07132025,5,8,16,3,51,1,11,2,51,7,1
M023,AD0293z98102d07162025,1,2,26,,,,,,,,
M039,AD0294z98115d07132025,2,1,26,6,1,,,,,,
M023,AD0295z98008d07172025,1,8,51,,,,,,,,
M002,AD0296z98004d07122025,2,6,31,2,1,,,,,,
M036,AD0297z98005d07132025,4,6,16,5,6,7,36,8,31,,
M004,AD0298z98007d07152025,1,4,51,,,,,,,,
M034,AD0299z98115d07132025,3,8,41,2,36,3,51,,,,
M001,AD0300z98102d07182025,5,6,41,4,51,7,16,3,46,2,16
M008,AD0301z98101d07132025,2,4,36,5,41,,,,,,
M018,AD0302z98115d07122025,5,6,51,1,31,7,16,3,21,8,6
M020,AD0303z98007d07182025,3,5,21,3,1,4,41,,,,
M018,AD0304z98115d07132025,4,3,26,5,1,4,46,8,36,,
M014,AD0305z98004d07182025,1,5,26,,,,,,,,
M044,AD0306z98115d07122025,3,4,16,6,46,1,46,,,,
M008,AD0307z98101d07162025,4,6,16,1,6,4,26,8,51,,
M050,AD0308z98005d07122025,1,7,16,,,,,,,,
M041,AD0309z98005d07172025,1,2,46,,,,,,,,
M020,AD0310z98007d07122025,2,7,36,3,26,,,,,,
M002,AD0311z98004d07182025,4,7,46,8,41,3,46,2,31,,
M028,AD0312z98101d07122025,2,7,51,1,1,,,,,,
M006,AD0313z98033d07142025,4,8,21,1,16,4,41,6,26,,
M050,AD0314z98005d07122025,5,8,1,5,46,6,36,2,21,4,51
M034,AD0315z98101d07122025,1,8,1,,,,,,,,
M007,AD0316z98109d07172025,3,4,11,3,11,2,21,,,,
M021,AD0317z98004d07142025,3,8,11,7,36,1,51,,,,
M018,AD0318z98115d07182025,3,4,21,2,6,3,46,,,,
M050,AD0319z98005d07122025,5,7,46,2,46,8,16,6,16,5,21
M035,AD0320z98115d07152025,2,1,41,3,31,,,,,,
M049,AD0321z98008d07172025,2,1,31,3,36,,,,,,
M043,AD0322z98005d07152025,1,1,21,,,,,,,,
M028,AD0323z98102d07132025,4,2,46,3,11,5,46,8,46,,
M044,AD0324z98115d07162025,2,4,41,1,1,,,,,,
M006,AD0325z98005d07182025,1,3,21,,,,,,,,
M037,AD0326z98033d07152025,2,3,1,8,11,,,,,,
M012,AD0327z98033d07142025,1,5,1,,,,,,,,
M042,AD0328z98033d07172025,2,1,11,8,51,,,,,,
M038,AD0329z98004d07152025,1,3,1,,,,,,,,
M028,AD0330z98102d07122025,3,5,1,6,16,4,46,,,,
M031,AD0331z98109d07142025,5,6,1,7,6,8,11,1,6,5,46
M013,AD0332z98007d07132025,5,3,26,8,31,6,36,2,41,7,51
M044,AD0333z98115d07152025,2,1,26,3,26,,,,,,
M016,AD0334z98033d07172025,5,7,46,6,16,1,26,2,51,4,1
M031,AD0335z98005d07182025,4,3,41,8,21,2,41,1,26,,
M004,AD0336z98007d07162025,1,5,26,,,,,,,,
M047,AD0337z98052d07182025,1,8,41,,,,,,,,
M017,AD0338z98033d07132025,2,5,11,4,36,,,,,,
M023,AD0339z98008d07152025,1,6,11,,,,,,,,
M036,AD0340z98005d07182025,1,4,51,,,,,,,,
M027,AD0341z98005d07142025,3,1,51,2,1,7,31,,,,
M039,AD0342z98007d07162025,1,4,36,,,,,,,,
M023,AD0343z98005d07172025,5,4,6,3,51,1,26,5,36,7,36
M023,AD0344z98008d07132025,4,2,31,6,36,4,46,3,21,,
M010,AD0345z98005d07132025,3,7,1,6,26,4,31,,,,
M030,AD0346z98101d07182025,3,6,31,8,26,7,21,,,,
M047,AD0347z98101d07142025,3,7,21,8,36,4,26,,,,
M039,AD0348z98115d07152025,4,5,36,6,41,8,41,3,36,,
M039,AD0349z98115d07182025,4,5,26,7,11,6,46,2,16,,
M022,AD0350z98033d07172025,5,4,51,2,21,7,11,1,1,3,36
M045,AD0351z98052d07172025,1,6,6,,,,,,,,
M038,AD0352z98004d07172025,2,8,31,5,41,,,,,,
M013,AD0353z98005d07122025,2,8,21,6,46,,,,,,
M048,AD0354z98102d07142025,3,4,11,2,41,1,21,,,,
M040,AD0355z98109d07152025,4,4,6,5,36,8,26,6,46,,
M047,AD0356z98101d07142025,2,8,6,2,26,,,,,,
M037,AD0357z98033d07132025,2,7,6,1,41,,,,,,
M021,AD0358z98004d07172025,1,7,41,,,,,,,,
M027,AD0359z98115d07182025,5,7,46,4,1,5,26,2,16,6,46
M029,AD0360z98102d07142025,5,5,11,4,51,7,16,6,11,3,1
M019,AD0361z98052d07172025,2,1,46,2,11,,,,,,
M026,AD0362z98052d07132025,5,4,6,3,41,2,6,8,51,6,41
M034,AD0363z98115d07122025,5,8,51,6,41,3,1,4,46,1,51
M046,AD0364z98109d07152025,2,4,1,7,36,,,,,,
M011,AD0365z98052d07122025,2,7,21,1,1,,,,,,
M042,AD0366z98115d07152025,1,3,36,,,,,,,,
M016,AD0367z98033d07142025,5,1,21,8,51,5,11,7,26,6,1
M014,AD0368z98008d07172025,3,8,36,6,51,3,51,,,,
M013,AD0369z98005d07132025,1,7,16,,,,,,,,
M004,AD0370z98052d07182025,4,2,26,1,16,3,46,5,41,,
M028,AD0371z98101d07142025,2,4,6,8,16,,,,,,
M008,AD0372z98008d07122025,5,3,31,1,36,4,36,2,36,5,1
M045,AD0373z98101d07152025,1,5,16,,,,,,,,
M013,AD0374z98007d07162025,5,7,21,8,11,5,46,4,31,1,31
M047,AD0375z98109d07122025,1,2,46,,,,,,,,
M006,AD0376z98033d07132025,2,7,36,5,11,,,,,,
M016,AD0377z98033d07172025,3,5,11,8,21,2,1,,,,
M041,AD0378z98005d07122025,1,2,16,,,,,,,,
M006,AD0379z98033d07132025,4,1,11,4,11,2,6,6,6,,
M002,AD0380z98004d07132025,2,3,31,6,51,,,,,,
M048,AD0381z98008d07152025,3,4,1,7,51,3,16,,,,
M005,AD0382z98052d07152025,5,7,46,4,41,5,1,2,16,1,46
M016,AD0383z98033d07172025,1,8,36,,,,,,,,
M041,AD0384z98005d07182025,3,5,1,3,51,4,41,,,,
M003,AD0385z98007d07142025,3,2,16,7,41,6,21,,,,
M024,AD0386z98033d07162025,1,3,31,,,,,,,,
M014,AD0387z98008d07152025,1,3,16,,,,,,,,
M014,AD0388z98008d07122025,2,2,16,3,1,,,,,,
M048,AD0389z98102d07122025,2,3,41,1,1,,,,,,
M004,AD0390z98052d07162025,1,8,1,,,,,,,,
M012,AD0391z98109d07182025,2,7,1,2,31,,,,,,
M030,AD0392z98109d07162025,5,4,21,3,36,2,16,6,46,5,26
M021,AD0393z98004d07132025,5,8,21,6,21,3,11,1,31,2,16
M021,AD0394z98004d07182025,4,6,21,8,46,7,46,2,16,,
M018,AD0395z98115d07172025,2,7,31,8,16,,,,,,
M017,AD0396z98005d07132025,2,2,26,4,41,,,,,,
M026,AD0397z98109d07152025,5,3,41,8,41,6,16,4,16,5,31
M031,AD0398z98005d07172025,4,2,6,7,51,3,26,4,1,,
M037,AD0399z98033d07182025,3,7,11,2,36,1,1,,,,
M015,AD0400z98008d07132025,1,5,36,,,,,,,,
M028,AD0401z98007d07152025,2,7,1,6,11,,,,,,
M043,AD0402z98052d07172025,4,8,21,5,21,3,36,4,6,,
M038,AD0403z98004d07162025,3,6,21,1,6,4,41,,,,
M034,AD0404z98008d07162025,1,7,46,,,,,,,,
M013,AD0405z98102d07162025,3,5,1,4,41,8,1,,,,
M028,AD0406z98101d07142025,5,3,41,8,31,2,31,1,11,7,16
M041,AD0407z98005d07172025,4,3,36,4,1,8,46,1,11,,
M016,AD0408z98033d07182025,1,1,16,,,,,,,,
M003,AD0409z98007d07172025,3,8,36,6,31,7,31,,,,
M011,AD0410z98052d07162025,2,1,6,4,51,,,,,,
M033,AD0411z98007d07122025,3,2,51,3,11,8,41,,,,
M011,AD0412z98052d07152025,2,1,1,4,16,,,,,,
M001,AD0413z98102d07152025,2,3,11,4,6,,,,,,
M031,AD0414z98005d07172025,4,6,51,3,41,1,46,4,46,,
M025,AD0415z98102d07132025,1,2,51,,,,,,,,
M014,AD0416z98008d07142025,2,1,36,4,41,,,,,,
M030,AD0417z98005d07162025,5,7,46,4,51,6,11,8,31,5,46
